[Gene ID]	[source_id]	[Product Description]	[Input ID]	
Tb927.11.11120	Tb927.11.11120:mRNA	hypothetical protein, conserved	Tb11.01.2910	
Tb927.11.11140	Tb927.11.11140:mRNA	hypothetical protein	Tb11.01.2930	
Tb927.11.11150	Tb927.11.11150:mRNA	U5 snRNP-specific 40 kDa protein	Tb11.01.2940	
Tb927.11.11160	Tb927.11.11160:mRNA	Low-affinity phosphate transporter PHO91 (fragment)	Tb11.01.2950	
Tb927.11.11170	Tb927.11.11170:mRNA	hypothetical protein, conserved	Tb11.01.2960	
Tb927.11.11180	Tb927.11.11180.1:mRNA	hypothetical protein, conserved	Tb11.01.2970	
Tb927.11.11180	Tb927.11.11180.2:mRNA	hypothetical protein, conserved	Tb11.01.2970	
Tb927.11.11210	Tb927.11.11210:mRNA	paraflagellar rod component, putative	Tb11.01.3000	
Tb927.11.11220	Tb927.11.11220:mRNA	dynein heavy chain, putative	Tb11.01.3010	
Tb927.11.11230	Tb927.11.11230:mRNA	60S ribosomal protein L14, putative	Tb11.01.3020	
Tb927.11.11250	Tb927.11.11250:mRNA	cytosolic malate dehydrogenase	Tb11.01.3040	
Tb927.11.11270	Tb927.11.11270:mRNA	conserved protein	Tb11.01.3060	
Tb927.11.11290	Tb927.11.11290:mRNA	heat shock protein 70, putative	Tb11.01.3080	
Tb927.11.1130	Tb927.11.1130:mRNA	calpain-like cysteine peptidase, putative	Tb11.47.0035, Tb11.v4.0001	
Tb927.11.11310	Tb927.11.11310:mRNA	hypothetical protein, conserved	Tb11.01.3090	
Tb927.11.11320	Tb927.11.11320:mRNA	hypothetical protein, conserved	Tb11.01.3100	
Tb927.11.11330	Tb927.11.11330:mRNA	heat shock protein 70	Tb11.01.3110	
Tb927.11.11350	Tb927.11.11350:mRNA	hypothetical protein, conserved	Tb11.01.3160	
Tb927.11.11360	Tb927.11.11360:mRNA	receptor for activated C kinase 1	Tb11.01.3170	
Tb927.11.11380	Tb927.11.11380:mRNA	SUMO-interacting motif-containing protein	Tb11.01.3190	
Tb927.11.11410	Tb927.11.11410:mRNA	trans-sialidase, putative	Tb11.01.3240	
Tb927.11.11420	Tb927.11.11420:mRNA	hypothetical protein	Tb11.01.3250	
Tb927.11.11430	Tb927.11.11430:mRNA	cullin 1, putative	Tb11.01.3260	
Tb927.11.11450	Tb927.11.11450:mRNA	Galactose oxidase, central domain containing protein, putative	Tb11.01.3280	
Tb927.11.11460	Tb927.11.11460:mRNA	Mitochondrial import receptor subunit ATOM69	Tb11.01.3290	
Tb927.11.11490	Tb927.11.11490.1:mRNA	2,3-bisphosphoglycerate-independent phosphoglycerate mutase-like protein, putative	Tb11.01.3340	
Tb927.11.11490	Tb927.11.11490.2:mRNA	2,3-bisphosphoglycerate-independent phosphoglycerate mutase-like protein, putative	Tb11.01.3340	
Tb927.11.1150	Tb927.11.1150:mRNA	radial spoke protein 3	Tb11.47.0034	
Tb927.11.11520	Tb927.11.11520:mRNA	glycosomal membrane protein	Tb11.01.3370	
Tb927.11.11530	Tb927.11.11530:mRNA	histone acetyltransferase, putative	Tb11.01.3380	
Tb927.11.11550	Tb927.11.11550:mRNA	DNA topoisomerase II alpha, putative	Tb11.01.3390	
Tb927.11.11560	Tb927.11.11560:mRNA	DNA topoisomerase II beta, putative	Tb11.01.3390	
Tb927.11.11570	Tb927.11.11570:mRNA	Translation initiation factor eIF-2B subunit epsilon, putative	Tb11.01.3400	
Tb927.11.1160	Tb927.11.1160:mRNA	Region in Clathrin and VPS, putative	Tb11.47.0033	
Tb927.11.11600	Tb927.11.11600:mRNA	hypothetical protein, conserved	Tb11.01.3470	
Tb927.11.11610	Tb927.11.11610:mRNA	Cactus-binding C-terminus of cactin protein, putative	Tb11.01.3480	
Tb927.11.11620	Tb927.11.11620:mRNA	hypothetical protein, conserved	Tb11.01.3490	
Tb927.11.11630	Tb927.11.11630:mRNA	LSU ribosomal protein, mitochondrial, putative	Tb11.01.3500	
Tb927.11.11640	Tb927.11.11640:mRNA	DNA replication licensing factor MCM6	Tb11.01.3510	
Tb927.11.11660	Tb927.11.11660:mRNA	conserved protein	Tb11.01.3530	
Tb927.11.11670	Tb927.11.11670:mRNA	dolichyl-lipid chaperone, putative	Tb11.01.3540	
Tb927.11.11680	Tb927.11.11680:mRNA	2-oxoglutarate dehydrogenase E2 component, putative	Tb11.01.3550	
Tb927.11.1170	Tb927.11.1170:mRNA	hypothetical protein, conserved	Tb11.47.0032	
Tb927.11.11710	Tb927.11.11710:mRNA	Putative serine esterase (DUF676), putative	Tb11.01.3580	
Tb927.11.11720	Tb927.11.11720:mRNA	FG-GAP repeat protein, putative	Tb11.01.3590	
Tb927.11.11730	Tb927.11.11730:mRNA	MRP protein, putative	Tb11.01.3600	
Tb927.11.11740	Tb927.11.11740:mRNA	membrane-bound acid phosphatase, putative	Tb11.01.3610	
Tb927.11.11760	Tb927.11.11760:mRNA	hypothetical protein, conserved	Tb11.01.3620	
Tb927.11.11770	Tb927.11.11770:mRNA	Eukaryotic translation initiation factor 4E-3	Tb11.01.3630	
Tb927.11.11780	Tb927.11.11780:mRNA	acyl-CoA dehydrogenase, putative	Tb11.01.3640	
Tb927.11.11790	Tb927.11.11790:mRNA	R3H domain containing protein, putative	Tb11.01.3650	
Tb927.11.1180	Tb927.11.1180:mRNA	cdc2-related kinase 6, putative	Tb11.47.0031	
Tb927.11.11800	Tb927.11.11800:mRNA	DNA repair and recombination helicase protein PIF3	Tb11.01.3660	
Tb927.11.11810	Tb927.11.11810:mRNA	hypothetical protein, conserved	Tb11.01.3670	
Tb927.11.11840	Tb927.11.11840:mRNA	hypothetical protein, conserved	Tb11.01.3680	
Tb927.11.11850	Tb927.11.11850:mRNA	splicing factor 3B subunit 1, putative	Tb11.01.3690	
Tb927.11.11860	Tb927.11.11860:mRNA	leucine-rich repeat protein (LRRP), putative	Tb11.01.3700	
Tb927.11.11870	Tb927.11.11870:mRNA	ADP-ribosylglycohydrolase, putative	Tb11.01.3710	
Tb927.11.11880	Tb927.11.11880:mRNA	conserved protein	Tb11.01.3720, Tb11.01.3730	
Tb927.11.11900	Tb927.11.11900:mRNA	Coatomer subunit gamma	Tb11.01.3740	
Tb927.11.11910	Tb927.11.11910:mRNA	hypothetical protein, conserved	Tb11.01.3745	
Tb927.11.11920	Tb927.11.11920:mRNA	molybdenum cofactor biosynthesis protein, putative	Tb11.01.3750	
Tb927.11.11930	Tb927.11.11930.1	SelR domain containing protein, putative	Tb11.01.3760	
Tb927.11.11930	Tb927.11.11930.2	SelR domain containing protein, putative	Tb11.01.3760	
Tb927.11.11950	Tb927.11.11950:mRNA	cytochrome oxidase assembly protein, putative	Tb11.01.3780	
Tb927.11.11960	Tb927.11.11960:mRNA	hypothetical protein, conserved	Tb11.01.3790	
Tb927.11.11970	Tb927.11.11970:mRNA	hypothetical protein	Tb11.01.3800	
Tb927.11.11990	Tb927.11.11990:mRNA	hypothetical protein	Tb11.01.3810	
Tb927.11.12010	Tb927.11.12010:mRNA	hypothetical protein	Tb11.01.3830	
Tb927.11.12020	Tb927.11.12020:mRNA	hypothetical protein, conserved	Tb11.01.3840	
Tb927.11.12030	Tb927.11.12030:mRNA	hypothetical protein, conserved	Tb11.01.3850	
Tb927.11.12050	Tb927.11.12050:mRNA	hypothetical protein, conserved	Tb11.01.3870	
Tb927.11.12070	Tb927.11.12070:mRNA	hypothetical protein, conserved	Tb11.01.3890	
Tb927.11.12080	Tb927.11.12080.1:mRNA	N-acetyl-D-glucosaminylphosphatidylinositol de-N-acetylase	Tb11.01.3900	
Tb927.11.12080	Tb927.11.12080.2:mRNA	N-acetyl-D-glucosaminylphosphatidylinositol de-N-acetylase	Tb11.01.3900	
Tb927.11.12090	Tb927.11.12090:mRNA	endonuclease III, putative	Tb11.01.3910	
Tb927.11.1210	Tb927.11.1210:mRNA	Domain of unknown function (DUF4470)/Domain of unknown function (DUF4471), putative	Tb11.47.0028	
Tb927.11.12110	Tb927.11.12110:mRNA	RNA helicase, putative	Tb11.01.3930	
Tb927.11.12150	Tb927.11.12150:mRNA	flagellar pocket cytoskeletal protein bilbo1	Tb11.01.3960	
Tb927.11.12170	Tb927.11.12170:mRNA	hypothetical protein, conserved	Tb11.01.3980	
Tb927.11.12180	Tb927.11.12180:mRNA	kinesin, putative	Tb11.01.3990	
Tb927.11.12200	Tb927.11.12200:mRNA	hypothetical protein, conserved	Tb11.01.4025	
Tb927.11.12210	Tb927.11.12210:mRNA	Domain of unknown function (DUF4586), putative	Tb11.01.4030	
Tb927.11.12220	Tb927.11.12220:mRNA	catalytic subunit of the vacuolar transporter chaperone 4	Tb11.01.4040	
Tb927.11.12230	Tb927.11.12230:mRNA	ATP-dependent protease ATPase subunit HslU2	Tb11.01.4050	
Tb927.11.12240	Tb927.11.12240:mRNA	cysteine peptidase, Clan CA, family C19, putative	Tb11.01.4060	
Tb927.11.12260	Tb927.11.12260:mRNA	hypothetical protein, conserved	Tb11.01.4080	
Tb927.11.12270	Tb927.11.12270:mRNA	drug resistence protein, putative	Tb11.01.4090	
Tb927.11.12280	Tb927.11.12280:mRNA	hypothetical protein, conserved	Tb11.01.4100	
Tb927.11.12290	Tb927.11.12290:mRNA	hypothetical protein, conserved	Tb11.01.4110	
Tb927.11.1230	Tb927.11.1230:mRNA	hypothetical protein, conserved	Tb11.47.0026	
Tb927.11.12330	Tb927.11.12330:mRNA	hypothetical protein, conserved	Tb11.01.4150	
Tb927.11.12340	Tb927.11.12340:mRNA	predicted Zinc finger, C3HC4 type (RING finger) protein	Tb11.01.4160	
Tb927.11.12350	Tb927.11.12350:mRNA	DNA photolyase, putative	Tb11.01.4170	
Tb927.11.12360	Tb927.11.12360:mRNA	ankyrin repeat protein, putative	Tb11.01.4180	
Tb927.11.12380	Tb927.11.12380:mRNA	hypothetical protein, conserved	Tb11.01.4200	
Tb927.11.12390	Tb927.11.12390:mRNA	hypothetical protein, conserved	Tb11.01.4210	
Tb927.11.1240	Tb927.11.1240:mRNA	hypothetical protein, conserved	Tb11.47.0025	
Tb927.11.12410	Tb927.11.12410:mRNA	kinetoplastid kinetochore protein 10	Tb11.01.4230	
Tb927.11.12430	Tb927.11.12430:mRNA	cell division cycle phosphatase 14, putative	Tb11.01.4270	
Tb927.11.12450	Tb927.11.12450.1	Bardet-Biedl syndrome 8 protein	Tb11.01.4290	
Tb927.11.12450	Tb927.11.12450.2	Bardet-Biedl syndrome 8 protein	Tb11.01.4290	
Tb927.11.12460	Tb927.11.12460:mRNA	hypothetical protein, conserved	Tb11.01.4300	
Tb927.11.12490	Tb927.11.12490:mRNA	hypothetical protein, conserved	Tb11.01.4330	
Tb927.11.12500	Tb927.11.12500:mRNA	hypothetical protein, conserved	Tb11.01.4340	
Tb927.11.12520	Tb927.11.12520:mRNA	hypothetical protein, conserved	Tb11.01.4360	
Tb927.11.12540	Tb927.11.12540:mRNA	leucine-rich repeat protein (LRRP), putative	Tb11.01.4380	
Tb927.11.12560	Tb927.11.12560:mRNA	hypothetical protein	Tb11.01.4400	
Tb927.11.12570	Tb927.11.12570:mRNA	kinetoplastid-specific dual specificity phosphatase, putative	Tb11.01.4410	
Tb927.11.12580	Tb927.11.12580:mRNA	hypothetical protein, conserved	Tb11.01.4420	
Tb927.11.1260	Tb927.11.1260:mRNA	copper-transporting ATPase-like protein, putative	Tb11.47.0023	
Tb927.11.12600	Tb927.11.12600:mRNA	ATP-dependent DNA helicase, putative	Tb11.01.4440	
Tb927.11.12610	Tb927.11.12610:mRNA	cyclin 1	Tb11.01.4450	
Tb927.11.12620	Tb927.11.12620:mRNA	Glucosidase II beta subunit-like, putative	Tb11.01.4460	
Tb927.11.12630	Tb927.11.12630:mRNA	hypothetical protein, conserved	Tb11.01.4470	
Tb927.11.12640	Tb927.11.12640:mRNA	PH domain containing protein, putative	Tb11.01.4480	
Tb927.11.12650	Tb927.11.12650:mRNA	palmitoyl acyltransferase 5, putative	Tb11.01.4490	
Tb927.11.12660	Tb927.11.12660:mRNA	hypothetical protein, conserved	Tb11.01.4500	
Tb927.11.12680	Tb927.11.12680:mRNA	prefoldin subunit 2, putative	Tb11.01.4520	
Tb927.11.12690	Tb927.11.12690:mRNA	hypothetical protein, conserved	Tb11.01.4530	
Tb927.11.1270	Tb927.11.1270:mRNA	Mitochondrial ATP synthase subunit, putative	Tb11.47.0022	
Tb927.11.12700	Tb927.11.12700:mRNA	hypothetical protein, conserved	Tb11.01.4550	
Tb927.11.12720	Tb927.11.12720:mRNA	hypothetical protein, conserved	Tb11.01.4570	
Tb927.11.12730	Tb927.11.12730:mRNA	hypothetical protein, conserved	Tb11.01.4580	
Tb927.11.12740	Tb927.11.12740.1	tRNA import complex component, putative	Tb11.01.4590	
Tb927.11.12740	Tb927.11.12740.2	tRNA import complex component, putative	Tb11.01.4590	
Tb927.11.12750	Tb927.11.12750:mRNA	cleavage and polyadenylation specificity factor 30 kDa subunit	Tb11.01.4600	
Tb927.11.12760	Tb927.11.12760:mRNA	hypothetical protein, conserved	Tb11.01.4610	
Tb927.11.12770	Tb927.11.12770:mRNA	ubiquitin ligase, putative	Tb11.01.4620	
Tb927.11.12790	Tb927.11.12790:mRNA	ribonucleoside-diphosphate reductase small chain	Tb11.v4.0004	
Tb927.11.1280	Tb927.11.1280:mRNA	hypothetical protein, conserved	Tb11.47.0021	
Tb927.11.12830	Tb927.11.12830:mRNA	acyl-CoA binding protein, putative	Tb11.52.0001	
Tb927.11.12840	Tb927.11.12840:mRNA	Domain of unknown function (DUF4486), putative	Tb11.52.0002	
Tb927.11.12850	Tb927.11.12850:mRNA	oligopeptidase b	Tb11.52.0003	
Tb927.11.12860	Tb927.11.12860.1	cAMP response protein, putative	Tb11.52.0004	
Tb927.11.12860	Tb927.11.12860.2	cAMP response protein, putative	Tb11.52.0004	
Tb927.11.12870	Tb927.11.12870:mRNA	hypothetical protein, conserved	Tb11.52.0005	
Tb927.11.12880	Tb927.11.12880:mRNA	Present in the outer mitochondrial membrane proteome 17	Tb11.52.0008	
Tb927.11.1290	Tb927.11.1290:mRNA	hypothetical protein, conserved	Tb11.47.0020	
Tb927.11.12910	Tb927.11.12910:mRNA	prefoldin subunit, putative	Tb11.52.0009	
Tb927.11.12920	Tb927.11.12920:mRNA	hypothetical protein, conserved	Tb11.52.0010	
Tb927.11.12930	Tb927.11.12930:mRNA	DEAD-box helicase, putative	Tb11.52.0011	
Tb927.11.12950	Tb927.11.12950:mRNA	ras-like small GTPase, putative	Tb11.52.0014	
Tb927.11.12960	Tb927.11.12960:mRNA	hypothetical protein, conserved	Tb11.52.0019	
Tb927.11.12970	Tb927.11.12970:mRNA	hypothetical protein, conserved	Tb11.52.0015	
Tb927.11.13000	Tb927.11.13000:mRNA	phospholipid-transporting ATPase, putative	Tb11.52.0018	
Tb927.11.13010	Tb927.11.13010:mRNA	hypothetical protein	Tb11.01.4625	
Tb927.11.13020	Tb927.11.13020:mRNA	calmodulin	Tb11.01.4621	
Tb927.11.13060	Tb927.11.13060:mRNA	translation-associated element 2, putative	Tb11.01.4630	
Tb927.11.13070	Tb927.11.13070:mRNA	O-phosphoseryl-tRNA(Sec) selenium transferase, putative	Tb11.01.4640	
Tb927.11.1310	Tb927.11.1310:mRNA	NADH-cytochrome b5 reductase, putative	Tb11.47.0018	
Tb927.11.13110	Tb927.11.13110:mRNA	hypothetical protein, conserved	Tb11.01.4690	
Tb927.11.13120	Tb927.11.13120:mRNA	PUB domain containing protein, putative	Tb11.01.4700	
Tb927.11.13130	Tb927.11.13130:mRNA	membrane-bound acid phosphatase 1 precursor	Tb11.01.4701	
Tb927.11.13150	Tb927.11.13150:mRNA	UEV domain/Zinc finger, C3HC4 type (RING finger), putative	Tb11.01.4703	
Tb927.11.13180	Tb927.11.13180:mRNA	Present in the outer mitochondrial membrane proteome 10	Tb11.01.4740	
Tb927.11.13190	Tb927.11.13190:mRNA	elongation factor 1 gamma, putative	Tb11.01.4750	
Tb927.11.1320	Tb927.11.1320:mRNA	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	Tb11.47.0017	
Tb927.11.13200	Tb927.11.13200:mRNA	LEM3 (ligand-effect modulator 3) family / CDC50 family, putative	Tb11.01.4760	
Tb927.11.13210	Tb927.11.13210:mRNA	hypothetical protein, conserved	Tb11.01.4780	
Tb927.11.13230	Tb927.11.13230:mRNA	VAMP-associated protein, putative	Tb11.01.4810	
Tb927.11.13240	Tb927.11.13240:mRNA	RNA polymerase subunit, putative	Tb11.01.4820	
Tb927.11.13250	Tb927.11.13250:mRNA	eukaryotic translation initiation factor 2 gamma, putative	Tb11.01.4830	
Tb927.11.13270	Tb927.11.13270:mRNA	hypothetical protein, conserved	Tb11.01.4850	
Tb927.11.1330	Tb927.11.1330:mRNA	Stress responsive A/B Barrel Domain, putative	Tb11.47.0016	
Tb927.11.13320	Tb927.11.13320:mRNA	hypothetical protein, conserved	Tb11.01.4900	
Tb927.11.13340	Tb927.11.13340:mRNA	hypothetical protein, conserved	Tb11.01.4920	
Tb927.11.13360	Tb927.11.13360:mRNA	AAA ATPase, putative	Tb11.01.4940	
Tb927.11.13370	Tb927.11.13370:mRNA	hypothetical protein, conserved	Tb11.01.4950	
Tb927.11.13380	Tb927.11.13380:mRNA	ATP-dependent helicase, putative	Tb11.01.4960	
Tb927.11.13390	Tb927.11.13390:mRNA	hypothetical protein, conserved	Tb11.01.4990	
Tb927.11.1340	Tb927.11.1340:mRNA	Flagella connector protein 1	Tb11.47.0015	
Tb927.11.13400	Tb927.11.13400:mRNA	Bromodomain, putative	Tb11.01.5000	
Tb927.11.13410	Tb927.11.13410:mRNA	hypothetical protein, conserved	Tb11.01.5010	
Tb927.11.13420	Tb927.11.13420:mRNA	PPPDE putative peptidase domain containing protein, putative	Tb11.01.5020	
Tb927.11.13450	Tb927.11.13450:mRNA	hypothetical protein, conserved	Tb11.01.5050	
Tb927.11.13460	Tb927.11.13460:mRNA	hypothetical protein, conserved	Tb11.01.5060	
Tb927.11.13470	Tb927.11.13470:mRNA	PPPDE putative peptidase domain containing protein, putative	Tb11.01.5070	
Tb927.11.13480	Tb927.11.13480:mRNA	SUMO-interacting motif-containing protein	Tb11.01.5080	
Tb927.11.13490	Tb927.11.13490:mRNA	hypothetical protein, conserved	Tb11.01.5090	
Tb927.11.13500	Tb927.11.13500:mRNA	par1	Tb11.01.5100	
Tb927.11.13510	Tb927.11.13510:mRNA	hypothetical protein, conserved	Tb11.01.5110	
Tb927.11.13520	Tb927.11.13520:mRNA	hypothetical protein, conserved	Tb11.01.5120	
Tb927.11.13530	Tb927.11.13530:mRNA	hypothetical protein, conserved	Tb11.01.5130	
Tb927.11.13540	Tb927.11.13540:mRNA	hypothetical protein, conserved	Tb11.01.5140	
Tb927.11.13550	Tb927.11.13550:mRNA	hypothetical protein, conserved	Tb11.01.5150	
Tb927.11.13560	Tb927.11.13560:mRNA	SET domain containing protein, putative	Tb11.01.5160	
Tb927.11.13570	Tb927.11.13570:mRNA	hypothetical protein, conserved	Tb11.01.5170	
Tb927.11.13580	Tb927.11.13580:mRNA	ubiquinone biosynthesis protein-like protein	Tb11.01.5180	
Tb927.11.1360	Tb927.11.1360:mRNA	zinc-finger of a C2HC-type, putative	Tb11.47.0013	
Tb927.11.13610	Tb927.11.13610:mRNA	rhodanese-like domain containing protein, putative	Tb11.01.5195	
Tb927.11.13620	Tb927.11.13620:mRNA	rhodanese-like domain containing protein, putative	Tb11.01.5200	
Tb927.11.13630	Tb927.11.13630:mRNA	hypothetical protein, conserved	Tb11.01.5210	
Tb927.11.13640	Tb927.11.13640:mRNA	J-binding protein	Tb11.01.5220	
Tb927.11.13650	Tb927.11.13650:mRNA	cytochrome b5, putative	Tb11.01.5225	
Tb927.11.13660	Tb927.11.13660:mRNA	hypothetical protein, conserved	Tb11.01.5235	
Tb927.11.13670	Tb927.11.13670:mRNA	hypothetical protein, conserved	Tb11.01.5240	
Tb927.11.13680	Tb927.11.13680:mRNA	hypothetical protein, conserved	Tb11.01.5250	
Tb927.11.13690	Tb927.11.13690.1	Radial spoke protein 11	Tb11.01.5260	
Tb927.11.13690	Tb927.11.13690.2	Radial spoke protein 11	Tb11.01.5260	
Tb927.11.1370	Tb927.11.1370:mRNA	Dithiol glutaredoxin 1	Tb11.47.0012	
Tb927.11.13700	Tb927.11.13700:mRNA	Basal body protein	Tb11.01.5270	
Tb927.11.13720	Tb927.11.13720:mRNA	hypothetical protein	Tb11.01.5290	
Tb927.11.13730	Tb927.11.13730:mRNA	ornithine decarboxylase	Tb11.01.5300	
Tb927.11.13770	Tb927.11.13770:mRNA	LEM3 (ligand-effect modulator 3) family / CDC50 family, putative	Tb11.01.5340	
Tb927.11.13780	Tb927.11.13780:mRNA	profilin	Tb11.01.5350	
Tb927.11.13790	Tb927.11.13790:mRNA	hypothetical protein, conserved	Tb11.01.5355	
Tb927.11.1380	Tb927.11.1380:mRNA	Right handed beta helix region/Periplasmic copper-binding protein (NosD), putative	Tb11.47.0011	
Tb927.11.13830	Tb927.11.13830:mRNA	DnaJ domain containing protein, putative	Tb11.01.5390	
Tb927.11.13840	Tb927.11.13840:mRNA	hypothetical protein, conserved	Tb11.01.5400	
Tb927.11.13850	Tb927.11.13850:mRNA	hypothetical protein, conserved	Tb11.01.5410	
Tb927.11.13870	Tb927.11.13870:mRNA	uncharacterized protein, PH0010 family/AmmeMemoRadiSam system protein A, putative	Tb11.01.5440	
Tb927.11.13880	Tb927.11.13880:mRNA	kinetoplastid-specific protein tyrosine phosphatase, putative	Tb11.01.5450	
Tb927.11.13890	Tb927.11.13890:mRNA	AKAP7 2'5' RNA ligase-like domain containing protein, putative	Tb11.01.5460	
Tb927.11.1390	Tb927.11.1390:mRNA	class I transcription factor A, subunit 1	Tb11.47.0010	
Tb927.11.13900	Tb927.11.13900:mRNA	centrin, putative	Tb11.01.5470	
Tb927.11.13910	Tb927.11.13910:mRNA	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative	Tb11.01.5480	
Tb927.11.13920	Tb927.11.13920:mRNA	kinesin-II 85 Kd subunit, putative	Tb11.01.5490	
Tb927.11.13940	Tb927.11.13940:mRNA	ubiquitin-conjugating enzyme E2, putative	Tb11.01.5510	
Tb927.11.13980	Tb927.11.13980:mRNA	Outer row dynein-assembly protein 7	Tb11.01.5550	
Tb927.11.1400	Tb927.11.1400:mRNA	hypothetical protein, conserved	Tb11.47.0009	
Tb927.11.14000	Tb927.11.14000:mRNA	nuclear RNA binding domain 1	Tb11.01.5570	
Tb927.11.14010	Tb927.11.14010:mRNA	hypothetical protein, conserved	Tb11.01.5580	
Tb927.11.14030	Tb927.11.14030:mRNA	cyclin 9	Tb11.01.5600	
Tb927.11.14040	Tb927.11.14040:mRNA	RIC1, putative	Tb11.01.5610	
Tb927.11.14060	Tb927.11.14060:mRNA	hypothetical protein, conserved	Tb11.01.5640	
Tb927.11.14070	Tb927.11.14070:mRNA	Repressor of differentiation kinase 1	Tb11.01.5650	
Tb927.11.14090	Tb927.11.14090:mRNA	Double RNA binding domain protein 18	Tb11.01.5680	
Tb927.11.1410	Tb927.11.1410:mRNA	class I transcription factor A, subunit 3	Tb11.47.0008	
Tb927.11.14110	Tb927.11.14110:mRNA	TFIIH basal transcription factor subunit	Tb11.01.5700	
Tb927.11.14130	Tb927.11.14130:mRNA	ribosomal protein L18, putative	Tb11.01.5720	
Tb927.11.14150	Tb927.11.14150:mRNA	pre-mRNA splicing factor, putative	Tb11.01.5740	
Tb927.11.14170	Tb927.11.14170:mRNA	hypothetical protein, conserved	Tb11.01.5760	
Tb927.11.14190	Tb927.11.14190:mRNA	Staphylococcal nuclease homologue/Tudor domain containing protein, putative	Tb11.01.5780	
Tb927.11.1420	Tb927.11.1420:mRNA	hypothetical protein, conserved	Tb11.47.0007	
Tb927.11.14200	Tb927.11.14200:mRNA	ubiquitin-conjugating enzyme E2, putative	Tb11.01.5790	
Tb927.11.14210	Tb927.11.14210:mRNA	conserved protein	Tb11.01.5800	
Tb927.11.14220	Tb927.11.14220:mRNA	hypothetical protein, conserved	Tb11.01.5820	
Tb927.11.14240	Tb927.11.14240:mRNA	WD domain, G-beta repeat, putative	Tb11.01.5850	
Tb927.11.14250	Tb927.11.14250:mRNA	T-complex protein 1, epsilon subunit, putative	Tb11.01.5860	
Tb927.11.14260	Tb927.11.14260:mRNA	atypical dual specificity phosphatase, putative	Tb11.01.5870	
Tb927.11.14270	Tb927.11.14270:mRNA	STE group serine/threonine-protein kinase, putative	Tb11.01.5880	
Tb927.11.14290	Tb927.11.14290:mRNA	vacuolar sorting protein, putative	Tb11.01.5900	
Tb927.11.1430	Tb927.11.1430:mRNA	Component of motile flagella 2	Tb11.47.0006	
Tb927.11.14300	Tb927.11.14300:mRNA	Dynein intermediate chain, axonemal	Tb11.01.5910	
Tb927.11.14320	Tb927.11.14320:mRNA	hypothetical protein, conserved	Tb11.01.5920	
Tb927.11.14340	Tb927.11.14340:mRNA	exportin 1	Tb11.01.5940	
Tb927.11.14350	Tb927.11.14350:mRNA	mitochondrial carrier protein	Tb11.01.5950	
Tb927.11.14360	Tb927.11.14360:mRNA	mitochondrial carrier protein	Tb11.01.5960	
Tb927.11.14370	Tb927.11.14370:mRNA	Microtubule-associated protein 103 kDa	Tb11.01.5970	
Tb927.11.14410	Tb927.11.14410:mRNA	Ankyrin repeats (3 copies), putative	Tb11.01.6010	
Tb927.11.14440	Tb927.11.14440:mRNA	Pentatricopeptide repeat protein (PPR), putative	Tb11.01.6040	
Tb927.11.14460	Tb927.11.14460:mRNA	ADP-ribosylation factor GTPase activating protein 1, putative	Tb11.01.6060	
Tb927.11.14480	Tb927.11.14480:mRNA	ubiquitin carboxyl-terminal hydrolase, putative	Tb11.01.6080	
Tb927.11.14490	Tb927.11.14490:mRNA	RNA polymerase subunit, putative	Tb11.01.6090	
Tb927.11.1450	Tb927.11.1450:mRNA	2-oxoglutarate dehydrogenase E1 component, putative	Tb11.47.0004	
