Gene ID	source_id	Product Description	Input ID	
Tb927.11.15950	Tb927.11.15950:mRNA	amino acid transporter, putative	Tb11.01.7590	
Tb927.11.15970	Tb927.11.15970:mRNA	Guanine nucleotide exchange factor in Golgi transport N-terminal/Sec7 domain containing protein, putative	Tb11.01.7610	
Tb927.11.15990	Tb927.11.15990:mRNA	Nucleoporin NUP109	Tb11.01.7630	
Tb927.11.16020	Tb927.11.16020:mRNA	RNA-binding protein, putative	Tb11.01.7680	
Tb927.11.16030	Tb927.11.16030:mRNA	proteasome regulatory non-ATP-ase subunit 7	Tb11.01.7690	
Tb927.11.16080	Tb927.11.16080:mRNA	Soluble NSF attachment protein, SNAP, putative	Tb11.01.7740	
Tb927.11.16090	Tb927.11.16090:mRNA	Outer dynein arm docking complex protein 2, putative	Tb11.01.7750	
Tb927.11.16110	Tb927.11.16110:mRNA	integrin alpha chain protein, putative	Tb11.01.7770	
Tb927.11.16120	Tb927.11.16120:mRNA	hypothetical protein, conserved	Tb11.01.7790	
Tb927.11.16130	Tb927.11.16130:mRNA	nucleoside diphosphate kinase	Tb11.01.7800	
Tb927.11.16160	Tb927.11.16160:mRNA	ATP binding protein-like protein	Tb11.01.7830	
Tb927.11.1620	Tb927.11.1620:mRNA	hypothetical protein, conserved	Tb11.55.0017	
Tb927.11.16200	Tb927.11.16200:mRNA	cytoskeleton-associated protein 17	Tb11.01.7880	
Tb927.11.16220	Tb927.11.16220:mRNA	Cytochrome b-c1 complex subunit, putative	Tb11.01.7900	
Tb927.11.16280	Tb927.11.16280:mRNA	60S ribosomal protein L8, putative	Tb11.01.7960	
Tb927.11.16320	Tb927.11.16320:mRNA	hypothetical protein, conserved	Tb11.01.8000	
Tb927.11.16330	Tb927.11.16330:mRNA	hypothetical protein, conserved	Tb11.01.8010	
Tb927.11.16380	Tb927.11.16380:mRNA	TPR repeat, putative	Tb11.01.8070	
Tb927.11.1640	Tb927.11.1640:mRNA	Stumpy formation signalling pathway protein, putative	Tb11.55.0015	
Tb927.11.16400	Tb927.11.16400:mRNA	kinetoplast-associated protein 3, putative	Tb11.01.8090	
Tb927.11.16410	Tb927.11.16410:mRNA	enolase, putative	Tb11.01.8100	
Tb927.11.16450	Tb927.11.16450:mRNA	hypothetical protein, conserved	Tb11.01.8140	
Tb927.11.16470	Tb927.11.16470:mRNA	SUMO-interacting motif-containing protein	Tb11.01.8190	
Tb927.11.16480	Tb927.11.16480:mRNA	enoyl-CoA hydratase/isomerase family protein, putative	Tb11.01.8200	
Tb927.11.1650	Tb927.11.1650:mRNA	hypothetical protein, conserved	Tb11.55.0030	
Tb927.11.16510	Tb927.11.16510:mRNA	hypothetical protein, conserved	Tb11.01.8225	
Tb927.11.16550	Tb927.11.16550:mRNA	Zinc finger protein, C3H1 type-like	Tb11.01.8270	
Tb927.11.1660	Tb927.11.1660:mRNA	vesicular transport protein (CDC48 homologue), putative	Tb11.55.0014	
Tb927.11.16600	Tb927.11.16600:mRNA	exosome-associated protein 2	Tb11.01.8320	
Tb927.11.16610	Tb927.11.16610:mRNA	zinc-finger of a C2HC-type, putative	Tb11.01.8330	
Tb927.11.16620	Tb927.11.16620:mRNA	hypothetical protein, conserved	Tb11.01.8340	
Tb927.11.16640	Tb927.11.16640:mRNA	Uncharacterised protein family UPF0564, putative	Tb11.01.8370	
Tb927.11.16660	Tb927.11.16660:mRNA	Dopey, N-terminal, putative	Tb11.01.8390	
Tb927.11.16670	Tb927.11.16670:mRNA	hypothetical protein, conserved	Tb11.01.8400	
Tb927.11.1670	Tb927.11.1670:mRNA	cysteine desulfurase	Tb11.55.0013	
Tb927.11.16710	Tb927.11.16710:mRNA	hypothetical protein, conserved	Tb11.01.8440	
Tb927.11.16730	Tb927.11.16730:mRNA	dihydrolipoyl dehydrogenase	Tb11.01.8470	
Tb927.11.16750	Tb927.11.16750:mRNA	hypothetical protein, conserved	Tb11.01.8500	
Tb927.11.16760	Tb927.11.16760:mRNA	T-complex protein 1, alpha subunit, putative	Tb11.01.8510	
Tb927.11.16770	Tb927.11.16770:mRNA	glucosamine-6-phosphate isomerase, putative	Tb11.01.8520	
Tb927.11.1680	Tb927.11.1680:mRNA	vesicular-fusion protein SEC18, putative	Tb11.55.0012	
Tb927.11.16810	Tb927.11.16810:mRNA	dynein light intermediate chain D1bLIC, putative	Tb11.01.8570	
Tb927.11.16830	Tb927.11.16830:mRNA	Rab-like 5, small G protein	Tb11.01.8590	
Tb927.11.16870	Tb927.11.16870:mRNA	NADH-ubiquinone oxidoreductase B8 subunit	Tb11.01.8630	
Tb927.11.16880	Tb927.11.16880:mRNA	leucine-rich repeat protein (LRRP), putative	Tb11.01.8640	
Tb927.11.16890	Tb927.11.16890:mRNA	Tetratricopeptide-like helical domain containing protein	Tb11.01.8650	
Tb927.11.1690	Tb927.11.1690.1:mRNA	Emopamil binding protein, putative	Tb11.55.0011	
Tb927.11.1690	Tb927.11.1690.2:mRNA	Emopamil binding protein, putative	Tb11.55.0011	
Tb927.11.16970	Tb927.11.16970:mRNA	protein phosphatase 4, putative	Tb11.01.8740	
Tb927.11.1700	Tb927.11.1700:mRNA	hypothetical protein, conserved	Tb11.55.0010	
Tb927.11.17000	Tb927.11.17000:mRNA	AIR9-like protein	Tb11.01.8770	
Tb927.11.17010	Tb927.11.17010:mRNA	Rab5-interacting protein (Rab5ip), putative	Tb11.01.8775	
Tb927.11.17040	Tb927.11.17040:mRNA	procyclic-enriched flagellar receptor adenylate cyclase 1	Tb11.01.8820	
Tb927.11.1710	Tb927.11.1710:mRNA	guide RNA-binding protein of 21 kDa	Tb11.55.0009	
Tb927.11.1720	Tb927.11.1720:mRNA	hypothetical protein, conserved	Tb11.55.0008	
Tb927.11.1740	Tb927.11.1740:mRNA	intraflagellar transport protein 88	Tb11.55.0006	
Tb927.11.1750	Tb927.11.1750:mRNA	hypothetical protein, conserved	Tb11.55.0005	
Tb927.11.1770	Tb927.11.1770:mRNA	hypothetical protein, conserved	Tb11.55.0003	
Tb927.11.1800	Tb927.11.1800:mRNA	histone H1	Tb11.39.0008	
Tb927.11.1820	Tb927.11.1820:mRNA	translation initiation factor eIF2B delta subunit, putative	Tb11.39.0006	
Tb927.11.1830	Tb927.11.1830:mRNA	hypothetical protein, conserved	Tb11.39.0005	
Tb927.11.1840	Tb927.11.1840:mRNA	hypothetical protein, conserved	Tb11.39.0004	
Tb927.11.1850	Tb927.11.1850:mRNA	hypothetical protein, conserved	Tb11.39.0010	
Tb927.11.18680	Tb927.11.18680:mRNA	dynein light chain LC8, putative	Tb11.50.0007	
Tb927.11.1890	Tb927.11.1890:mRNA	Serine-threonine kinase receptor-associated protein, putative	Tb11.42.0004	
Tb927.11.190	Tb927.11.190:mRNA	elongation factor, putative	Tb11.03.0940	
Tb927.11.1900	Tb927.11.1900:mRNA	T-complex protein 1, beta subunit, putative	Tb11.42.0003	
Tb927.11.1910	Tb927.11.1910:mRNA	cation transporter protein, putative	Tb11.42.0002	
Tb927.11.19530	Tb927.11.19530:pseudogenic_transcript	variant surface glycoprotein (VSG, pseudogene), putative	Tb11.57.0053	
Tb927.11.1960	Tb927.11.1960:mRNA	leucine-rich repeat protein (LRRP), putative	Tb11.46.0011	
Tb927.11.1970	Tb927.11.1970:mRNA	hypothetical protein, conserved	Tb11.46.0010	
Tb927.11.1980	Tb927.11.1980:mRNA	zinc finger protein family member, putative	Tb11.46.0009	
Tb927.11.20090	Tb927.11.20090:mRNA	variant surface glycoprotein (VSG, atypical), putative	Tb11.14.0007	
Tb927.11.2030	Tb927.11.2030:mRNA	hypothetical protein, conserved	Tb11.46.0004	
Tb927.11.2060	Tb927.11.2060:mRNA	60S acidic ribosomal protein P0, putative	Tb11.46.0001	
Tb927.11.2070	Tb927.11.2070:mRNA	hypothetical protein, conserved	Tb11.57.0001	
Tb927.11.2120	Tb927.11.2120:mRNA	CBF/Mak21 family, putative	Tb11.18.0014	
Tb927.11.2130	Tb927.11.2130:mRNA	proteasome regulatory non-ATP-ase subunit 3	Tb11.18.0013	
Tb927.11.2140	Tb927.11.2140:mRNA	cyclic nucleotide-binding domain containing protein, putative	Tb11.18.0012	
Tb927.11.2160	Tb927.11.2160:mRNA	hypothetical protein, conserved	Tb11.57.0002	
Tb927.11.2190	Tb927.11.2190:mRNA	MICOS complex subunit MIC10-2	Tb11.57.0003	
Tb927.11.2230	Tb927.11.2230:mRNA	carnitine O-acetyltransferase, putative	Tb11.18.0006	
Tb927.11.2250	Tb927.11.2250:mRNA	conserved protein, unknown function	Tb11.18.0005	
Tb927.11.2260	Tb927.11.2260:mRNA	Eukaryotic translation initiation factor 4E-1	Tb11.18.0004	
Tb927.11.2270	Tb927.11.2270:mRNA	inner dynein arm I1 intermediate chain, axonemal	Tb11.18.0003	
Tb927.11.2280	Tb927.11.2280:mRNA	BRO1-like domain/ALIX V-shaped domain binding to HIV, putative	Tb11.18.0002	
Tb927.11.2300	Tb927.11.2300:mRNA	eukaryotic peptide chain release factor subunit 1, putative	Tb11.22.0012	
Tb927.11.2330	Tb927.11.2330:mRNA	molybdopterin synthase sulphurylase protein, putative	Tb11.22.0008	
Tb927.11.2360	Tb927.11.2360:mRNA	phenylalanyl-tRNA synthetase (beta subunit), putative	Tb11.22.0005	
Tb927.11.2370	Tb927.11.2370:mRNA	mRNA export factor MEX67	Tb11.22.0004	
Tb927.11.2380	Tb927.11.2380:mRNA	phosphoglycerate kinase, putative	Tb11.22.0003	
Tb927.11.2410	Tb927.11.2410:mRNA	Flabarin, putative	Tb11.22.0001	
Tb927.11.2420	Tb927.11.2420:mRNA	Tubulin-tyrosine ligase family, putative	Tb11.02.0020	
Tb927.11.2430	Tb927.11.2430:mRNA	Cytoplasmic dynein 2 heavy chain (DYNC2H2), putative	Tb11.02.0030	
Tb927.11.2440	Tb927.11.2440:mRNA	Tubulin cofactor C domain-containing protein 1	Tb11.02.0040	
Tb927.11.2470	Tb927.11.2470:mRNA	metallo-peptidase, Clan MF, Family M17	Tb11.02.0070	
Tb927.11.2490	Tb927.11.2490:mRNA	Unc104-like kinesin, putative	Tb11.02.0090	
Tb927.11.250	Tb927.11.250:mRNA	ubiquitin carboxyl-terminal hydrolase, putative	Tb11.03.0890	
Tb927.11.2500	Tb927.11.2500:mRNA	Metallocarboxypeptidase 1	Tb11.02.0100	
Tb927.11.2510	Tb927.11.2510:mRNA	NUC173 domain containing protein, putative	Tb11.02.0110	
Tb927.11.2520	Tb927.11.2520:mRNA	UDP-n-acetylglucosamine pyrophosphorylase	Tb11.02.0120	
Tb927.11.2540	Tb927.11.2540:mRNA	hypothetical protein, conserved	Tb11.02.0140	
Tb927.11.2570	Tb927.11.2570:mRNA	hypothetical protein, conserved	Tb11.02.0170	
Tb927.11.2580	Tb927.11.2580:mRNA	Present in the outer mitochondrial membrane proteome 11	Tb11.02.0180	
Tb927.11.260	Tb927.11.260:mRNA	Putative intraflagellar transport protein F6	Tb11.03.0880	
Tb927.11.2610	Tb927.11.2610:mRNA	hypothetical protein, conserved	Tb11.02.0210	
Tb927.11.2620	Tb927.11.2620:mRNA	hypothetical protein, conserved	Tb11.02.0220	
Tb927.11.2640	Tb927.11.2640:mRNA	Nucleolar protein 53	Tb11.02.0240	
Tb927.11.2650	Tb927.11.2650:mRNA	heat shock protein 84, putative	Tb11.02.0250	
Tb927.11.2660	Tb927.11.2660:mRNA	Golgi reassembly stacking protein (GRASP homologue), putative	Tb11.02.0260	
Tb927.11.2670	Tb927.11.2670:mRNA	Nucleoporin NUP59	Tb11.02.0270	
Tb927.11.2680	Tb927.11.2680:mRNA	ATP synthase regulation protein NCA2, putative	Tb11.02.0280	
Tb927.11.2690	Tb927.11.2690:mRNA	Succinyl-CoA:3-ketoacid coenzyme A transferase, mitochondrial	Tb11.02.0290	
Tb927.11.2730	Tb927.11.2730:mRNA	UDP-galactose 4-epimerase	Tb11.02.0330	
Tb927.11.2750	Tb927.11.2750:mRNA	Present in the outer mitochondrial membrane proteome 12	Tb11.02.0350	
Tb927.11.2770	Tb927.11.2770:mRNA	hypothetical protein, conserved	Tb11.02.0352	
Tb927.11.2790	Tb927.11.2790:mRNA	Solute carrier (proton/amino acid symporter), TRAMD3 or PAT1, putative	Tb11.02.0354	
Tb927.11.290	Tb927.11.290:mRNA	Phosphatase and tensin homolog, putative	Tb11.03.0850	
Tb927.11.2910	Tb927.11.2910:mRNA	phosphoglycerate mutase, putative	Tb11.02.0430	
Tb927.11.2920	Tb927.11.2920:mRNA	glycerolphosphate mutase, putative	Tb11.02.0440	
Tb927.11.2930	Tb927.11.2930:mRNA	membrane-associated protein, putative	Tb11.02.0445	
Tb927.11.2940	Tb927.11.2940:mRNA	hypothetical protein, conserved	Tb11.02.0450	
Tb927.11.2950	Tb927.11.2950:mRNA	Nucleoporin NUP89	Tb11.02.0460	
Tb927.11.3030	Tb927.11.3030:mRNA	phosphoribosylpyrophosphate synthetase, putative	Tb11.02.0530	
Tb927.11.3060	Tb927.11.3060:mRNA	Phosphate transport (Pho88), putative	Tb11.02.0560	
Tb927.11.3070	Tb927.11.3070:mRNA	ribosome assembly protein RRB1, putative	Tb11.02.0570	
Tb927.11.3100	Tb927.11.3100:mRNA	Present in the outer mitochondrial membrane proteome 13	Tb11.02.0600	
Tb927.11.3110	Tb927.11.3110:mRNA	hypothetical protein, conserved	Tb11.02.0610	
Tb927.11.3120	Tb927.11.3120:mRNA	nucleolar GTP-binding protein 1	Tb11.02.0620	
Tb927.11.3130	Tb927.11.3130:mRNA	glycosomal transporter (GAT2)	Tb11.02.0630	
Tb927.11.320	Tb927.11.320:mRNA	dynein light chain 1, putative	Tb11.03.0815	
Tb927.11.3230	Tb927.11.3230:mRNA	60S ribosomal protein L44	Tb11.02.0740	
Tb927.11.3240	Tb927.11.3240:mRNA	T-complex protein 1, zeta subunit, putative	Tb11.02.0750	
Tb927.11.3250	Tb927.11.3250:mRNA	dynein heavy chain, putative	Tb11.02.0760	
Tb927.11.3270	Tb927.11.3270:mRNA	squalene monooxygenase, putative	Tb11.02.0780	
Tb927.11.3280	Tb927.11.3280:mRNA	Kinesin-13 5, putative	Tb11.02.0790	
Tb927.11.3290	Tb927.11.3290:mRNA	Tripartite attachment complex protein 166	Tb11.02.0800	
Tb927.11.330	Tb927.11.330:mRNA	Myosin-like protein 1	Tb11.03.0810	
Tb927.11.3300	Tb927.11.3300:mRNA	Spindle assembly abnormal 4	Tb11.02.0810	
Tb927.11.3310	Tb927.11.3310:mRNA	ubiquitin-conjugating enzyme, putative	Tb11.02.0815	
Tb927.11.3320	Tb927.11.3320.1:mRNA	ras-like small GTPase, putative	Tb11.02.0820	
Tb927.11.3320	Tb927.11.3320.2:mRNA	ras-like small GTPase, putative	Tb11.02.0820	
Tb927.11.3360	Tb927.11.3360:mRNA	Component of motile flagella 22	Tb11.02.0860	
Tb927.11.3390	Tb927.11.3390:mRNA	Concanavalin A-like lectin/glucanases superfamily/SPRY domain/HECT-domain (ubiquitin-transferase), putative	Tb11.02.0880	
Tb927.11.3490	Tb927.11.3490:mRNA	hypothetical protein, conserved	Tb11.02.0980	
Tb927.11.350	Tb927.11.350:mRNA	RNA-binding protein, putative	Tb11.03.0790	
Tb927.11.3500	Tb927.11.3500:mRNA	Dpy-30 motif containing protein, putative	Tb11.02.0990	
Tb927.11.3510	Tb927.11.3510:mRNA	hypothetical protein, conserved	Tb11.02.1000	
Tb927.11.3540	Tb927.11.3540:mRNA	hypothetical protein, conserved	Tb11.02.1030	
Tb927.11.3550	Tb927.11.3550:mRNA	XPA-interacting protein, putative	Tb11.02.1040	
Tb927.11.3570	Tb927.11.3570:mRNA	metallo-peptidase, Clan MA(E) Family M1	Tb11.02.1070	
Tb927.11.3580	Tb927.11.3580:mRNA	Thiamin pyrophosphokinase, vitamin B1 binding domain containing protein, putative	Tb11.02.1080	
Tb927.11.3590	Tb927.11.3590:mRNA	40S ribosomal protein S4, putative	Tb11.02.1085	
Tb927.11.360	Tb927.11.360:mRNA	ATP-binding protein, putative	Tb11.03.0780	
Tb927.11.3610	Tb927.11.3610:mRNA	nucleobase/nucleoside transporter 8.1	Tb11.02.1100	
Tb927.11.3650	Tb927.11.3650:mRNA	adenylosuccinate synthetase, putative	Tb11.02.1120	
Tb927.11.3660	Tb927.11.3660:mRNA	dynein light chain Tctex-type, putative	Tb11.02.1135	
Tb927.11.370	Tb927.11.370:mRNA	repressor activator protein 1	Tb11.03.0760	
Tb927.11.3700	Tb927.11.3700.1:mRNA	Uncharacterised ACR, YagE family COG1723, putative, unspecified product	Tb11.02.1180	
Tb927.11.3700	Tb927.11.3700.2:mRNA	Uncharacterised ACR, YagE family COG1723, putative, unspecified product	Tb11.02.1180	
Tb927.11.3710	Tb927.11.3710:mRNA	hypothetical protein, conserved	Tb11.02.1190	
Tb927.11.3730	Tb927.11.3730:mRNA	leucyl-tRNA synthetase, putative	Tb11.02.1210	
Tb927.11.3740	Tb927.11.3740:mRNA	proteasome regulatory ATPase subunit 2	Tb11.02.1220	
Tb927.11.3750	Tb927.11.3750:mRNA	NADH-cytochrome b5 reductase, putative	Tb11.02.1230	
Tb927.11.3770	Tb927.11.3770:mRNA	Dpy-30 motif containing protein, putative	Tb11.02.1260	
Tb927.11.3790	Tb927.11.3790:mRNA	hypothetical protein, conserved	Tb11.02.1290	
Tb927.11.3840	Tb927.11.3840:mRNA	hypothetical protein, conserved	Tb11.02.1330	
Tb927.11.3850	Tb927.11.3850:mRNA	AMP deaminase, putative	Tb11.02.1340	
Tb927.11.3860	Tb927.11.3860:mRNA	hypothetical protein, conserved	Tb11.02.1350	
Tb927.11.3880	Tb927.11.3880:mRNA	actin, putative	Tb11.02.1380	
Tb927.11.3900	Tb927.11.3900:mRNA	glycosyltransferase family-like protein, putative	Tb11.02.1400	
Tb927.11.3920	Tb927.11.3920:mRNA	hypothetical protein, conserved	Tb11.02.1420	
Tb927.11.3940	Tb927.11.3940:mRNA	hypothetical protein, conserved	Tb11.02.1440	
Tb927.11.3970	Tb927.11.3970:mRNA	hypothetical protein, conserved	Tb11.02.1470	
Tb927.11.3980	Tb927.11.3980:mRNA	metallo-peptidase, Clan ME, Family M16	Tb11.02.1480	
Tb927.11.3990	Tb927.11.3990:mRNA	hypothetical protein, conserved	Tb11.02.1490	
Tb927.11.400	Tb927.11.400:mRNA	Protein of unknown function (DUF1308), putative	Tb11.03.0730	
Tb927.11.4000	Tb927.11.4000:mRNA	hypothetical protein, conserved	Tb11.02.1500	
Tb927.11.4020	Tb927.11.4020:mRNA	Complex1_LYR-like, putative	Tb11.02.1520	
Tb927.11.4030	Tb927.11.4030:mRNA	hypothetical protein, conserved	Tb11.02.1540	
Tb927.11.4130	Tb927.11.4130:mRNA	ubiquitin-like protein, putative	Tb11.02.1600	
Tb927.11.4160	Tb927.11.4160:mRNA	predicted C2 domain protein	Tb11.02.1630	
Tb927.11.4190	Tb927.11.4190:mRNA	Metallopeptidase family M24, putative	Tb11.02.1670	
Tb927.11.4200	Tb927.11.4200:mRNA	mannose-specific lectin, putative	Tb11.02.1680	
Tb927.11.4210	Tb927.11.4210:mRNA	U-box domain containing protein, putative	Tb11.02.1690	
Tb927.11.4230	Tb927.11.4230:mRNA	hypothetical protein, conserved	Tb11.02.1720	
Tb927.11.4280	Tb927.11.4280:mRNA	hypothetical protein, conserved	Tb11.02.1810	
Tb927.11.4300	Tb927.11.4300:mRNA	60S ribosomal protein L18, putative	Tb11.02.1840	
Tb927.11.4320	Tb927.11.4320:mRNA	Uncharacterized ACR, COG1678, putative	Tb11.02.1860	
Tb927.11.4330	Tb927.11.4330:mRNA	hypothetical protein, conserved	Tb11.02.1880	
Tb927.11.4360	Tb927.11.4360:mRNA	Protein of unknown function (DUF1014), putative	Tb11.02.1910	
Tb927.11.4370	Tb927.11.4370:mRNA	hypothetical protein, conserved	Tb11.02.1920	
Tb927.11.4420	Tb927.11.4420:mRNA	hypothetical protein, conserved	Tb11.02.1980	
Tb927.11.4450	Tb927.11.4450:mRNA	ALBA-Domain Protein	Tb11.02.2030	
Tb927.11.4460	Tb927.11.4460:mRNA	ALBA-Domain Protein	Tb11.02.2040	
Tb927.11.4470	Tb927.11.4470:mRNA	ULK family serine/threonine-protein kinase, putative	Tb11.02.2050	
Tb927.11.4480	Tb927.11.4480:mRNA	Flagellar radial spoke protein 4/6	Tb11.02.2060	
Tb927.11.4490	Tb927.11.4490:mRNA	long-chain-fatty-acid-CoA ligase, putative	Tb11.02.2070	
Tb927.11.450	Tb927.11.450:mRNA	hypothetical protein, conserved	Tb11.03.0690	
Tb927.11.4510	Tb927.11.4510:mRNA	Sister chromatid cohesion C-terminus, putative	Tb11.02.2090	
Tb927.11.4530	Tb927.11.4530:mRNA	N-acetyltransferase subunit ARD1	Tb11.02.2110	
Tb927.11.4540	Tb927.11.4540:mRNA	Nucleoporin NUP48	Tb11.02.2120	
Tb927.11.4550	Tb927.11.4550:mRNA	Domain of unknown function (DUF4200), putative	Tb11.02.2130	
Tb927.11.4570	Tb927.11.4570:mRNA	Ras-related protein Rab5B	Tb11.02.2160	
Tb927.11.460	Tb927.11.460:mRNA	predicted WD40 repeat protein	Tb11.03.0680	
Tb927.11.4610	Tb927.11.4610:mRNA	protein kinase A regulatory subunit	Tb11.02.2210	
Tb927.11.4650	Tb927.11.4650.1:mRNA	Mitochondrial ribosomal protein L52, kinetoplast ribosomal PPR-repeat containing protein 13	Tb11.02.2250	
Tb927.11.4650	Tb927.11.4650.2:mRNA	Mitochondrial ribosomal protein L52, kinetoplast ribosomal PPR-repeat containing protein 13	Tb11.02.2250	
Tb927.11.4680	Tb927.11.4680:mRNA	SURF1 family, putative	Tb11.02.2280	
Tb927.11.4700	Tb927.11.4700:mRNA	prostaglandin f synthase	Tb11.02.2310	
Tb927.11.4720	Tb927.11.4720:mRNA	hypothetical protein, conserved	Tb11.02.2330	
Tb927.11.4770	Tb927.11.4770:pseudogenic_transcript	retrotransposon hot spot protein (RHS, pseudogene), putative	Tb11.02.2380	
Tb927.11.4780	Tb927.11.4780:mRNA	pyruvate dehydrogenase (lipoamide) kinase, putative	Tb11.02.2390	
Tb927.11.4800	Tb927.11.4800:mRNA	clathrin coat assembly protein, putative	Tb11.02.2410	
Tb927.11.4810	Tb927.11.4810:mRNA	hypothetical protein, conserved	Tb11.02.2420	
Tb927.11.4820	Tb927.11.4820:mRNA	60S ribosomal protein L17, putative	Tb11.02.2430	
Tb927.11.4840	Tb927.11.4840:mRNA	hypothetical protein, conserved	Tb11.02.2450	
Tb927.11.4870	Tb927.11.4870:mRNA	hypothetical protein, conserved	Tb11.02.2480	
Tb927.11.4880	Tb927.11.4880:mRNA	Calmodulin-binding, putative	Tb11.02.2490	
Tb927.11.4900	Tb927.11.4900:mRNA	WD40/YVTN repeat-like-containing protein	Tb11.02.2510	
Tb927.11.4910	Tb927.11.4910:mRNA	predicted ankyrin repeat family protein	Tb11.02.2520	
Tb927.11.4920	Tb927.11.4920:mRNA	hypothetical protein, conserved	Tb11.02.2530	
Tb927.11.4950	Tb927.11.4950:mRNA	hypothetical protein, conserved	Tb11.02.2560	
Tb927.11.4960	Tb927.11.4960:mRNA	transcription elongation factor s-II, putative	Tb11.02.2600	
Tb927.11.4980	Tb927.11.4980:mRNA	ATP-dependent DEAD/H RNA helicase, putative	Tb11.02.2620	
Tb927.11.5000	Tb927.11.5000:mRNA	Dynein intermediate chain 1, axonemal	Tb11.02.2640	
Tb927.11.5020	Tb927.11.5020:mRNA	hypothetical protein, conserved	Tb11.02.2670	
Tb927.11.5030	Tb927.11.5030:mRNA	hypothetical protein, conserved	Tb11.02.2680	
Tb927.11.5040	Tb927.11.5040:mRNA	leucine-rich repeat protein (LRRP), putative	Tb11.02.2690	
Tb927.11.5050	Tb927.11.5050:mRNA	fumarate hydratase, class I	Tb11.02.2700	
Tb927.11.510	Tb927.11.510:mRNA	RNA-binding protein, UBP2	Tb11.03.0580	
Tb927.11.5110	Tb927.11.5110:mRNA	hypothetical protein, conserved	Tb11.02.2770	
Tb927.11.5140	Tb927.11.5140:mRNA	ubiquitin carboxyl-terminal hydrolase, putative	Tb11.02.2800	
Tb927.11.5180	Tb927.11.5180:mRNA	hypothetical protein, conserved	Tb11.02.2840	
Tb927.11.5220	Tb927.11.5220:mRNA	chaperone protein DnaJ, putative	Tb11.02.2880	
Tb927.11.5230	Tb927.11.5230:mRNA	hypothetical protein, conserved	Tb11.02.2890	
Tb927.11.5270	Tb927.11.5270:mRNA	ubiquitin carboxyl-terminal hydrolase, putative	Tb11.02.2940	
Tb927.11.5290	Tb927.11.5290:mRNA	mitochondrial carrier protein	Tb11.02.2960	
Tb927.11.530	Tb927.11.530:mRNA	RNA-binding protein, putative	Tb11.03.0550	
Tb927.11.5300	Tb927.11.5300:mRNA	Kinesin-13 3, putative	Tb11.02.2970	
Tb927.11.5390	Tb927.11.5390:mRNA	mitochondrial import inner membrane translocase subunit, putative	Tb11.02.3065	
Tb927.11.540	Tb927.11.540.1	ABC transporter, mitochondrial, putative	Tb11.03.0540	
Tb927.11.540	Tb927.11.540.2	ABC transporter, mitochondrial, putative	Tb11.03.0540	
Tb927.11.5400	Tb927.11.5400:mRNA	signal recognition particle 54 kDa	Tb11.02.3070	
Tb927.11.5430	Tb927.11.5430:mRNA	DNA repair and recombination protein RAD54, putative	Tb11.02.3110	
Tb927.11.5440	Tb927.11.5440:mRNA	NADP-dependent malic enzyme, cytosolic	Tb11.02.3120	
Tb927.11.5450	Tb927.11.5450:mRNA	malic enzyme	Tb11.02.3130	
Tb927.11.550	Tb927.11.550:mRNA	Suppressor of clathrin deficiency 6, putative	Tb11.03.0530	
Tb927.11.5500	Tb927.11.5500:mRNA	Mitochondrial SSU ribosomal protein, putative	Tb11.02.3180	
Tb927.11.5510	Tb927.11.5510:mRNA	dynein light chain p28, axonemal, putative	Tb11.02.3200	
Tb927.11.5520	Tb927.11.5520:mRNA	triosephosphate isomerase	Tb11.02.3210	
Tb927.11.5590	Tb927.11.5590:mRNA	Anaphase-promoting complex-associated protein AP1	Tb11.02.3290	
Tb927.11.560	Tb927.11.560:mRNA	hypothetical protein, conserved	Tb11.03.0520	
Tb927.11.5600	Tb927.11.5600:mRNA	Archaic Translocase of outer membrane 14 kDa subunit	Tb11.02.3310	
